(2273777080, 1)
(423625300, 5)
(813005585809489920, 1)
(759991389677424640, 2)
(805810720319344640, 1)
(1540883040, 1)
(722087539788554240, 2)
(821153004992757760, 1)
(755588635190108160, 1)
(817180129872977920, 1)
(28934780, 2)
(822524658666721280, 9)
(802947720, 1)
(822925381057576960, 4)
(2549056140, 1)
(3411313300, 1)
(705299120, 4)
(48267960, 1)
(743249165728112640, 1)
(1122396960, 8)
(469861060, 1)
(15925960, 1)
(433362380, 1)
(154763980, 1)
(1294893780, 1)
(805069732789493760, 1)
(1098210440, 1)
(299041500, 1)
(2902033120, 1)
(726517197804175360, 1)
(722388609224089600, 1)
(411927280, 1)
(17138420, 1)
(824406254214901760, 1)
(734467066112004100, 1)
(786293784359219200, 7)
(2152399620, 1)
(822181410450636800, 1)
(804093713743912960, 1)
(83460880, 1)
(15029720, 1)
(3301835540, 1)
(831955632269967360, 1)
(177210160, 1)
(254705800, 1)
(981238580, 1)
(296190780, 1)
(43352900, 1)
(249850680, 1)
(2259551060, 1)
(722639268951101440, 4)
(27657060, 1)
(2729608040, 1)
(96011120, 1)
(49119380, 1)
(743872001547264000, 1)
(169182080, 1)
(764314500, 1)
(19891080, 1)
(37634200, 1)
(2848949140, 3)
(1041204120, 1)
(18541380, 1)
(262374300, 1)
(813591879467970560, 2)
(808680795585925120, 1)
(3289482160, 1)
(3194684340, 1)
(1909916600, 2)
(118298100, 1)
(797334565186437120, 1)
(830950234809303040, 1)
(723561666919710720, 1)
(37356500, 1)
(701293287244697600, 1)
(289702880, 3)
(797097069781667840, 2)
(4872635380, 1)
(824082055864709120, 1)
(2940765180, 1)
(157652480, 1)
(764873082045685760, 2)
(138282000, 1)
(78513180, 1)
(573277220, 1)
(50005040, 1)
(827686239490826240, 3)
(2213512260, 1)
(815980771374759940, 1)
(34669660, 1)
(581174380, 1)
(826254382316605440, 1)
(615810160, 1)
(822241453753692160, 1)
(18351220, 1)
(802182058831441920, 3)
(786788332042752000, 1)
(382928000, 1)
(34505860, 1)
(825127717418864640, 1)
(275907720, 1)
(191005840, 2)
(891978900, 1)
(15467680, 1)
(771169093508444160, 1)
(754913164827959300, 1)
(812396405478359040, 1)
(783724966453862400, 1)
(975963320, 3)
(153552060, 1)
(91358400, 4)
(2201425440, 1)
(22283460, 1)
(794824728913408000, 1)
(3219680120, 3)
(806147818230517760, 1)
(406619360, 1)
(2836938960, 1)
(221447400, 1)
(796562891180769280, 1)
(832453195204997120, 1)
(17204460, 1)
(809732119203368960, 1)
(18253040, 1)
(137008680, 1)
(822525352224419840, 1)
(4908057860, 1)
(45679880, 2)
(921994520, 1)
(777999138864496640, 3)
(250303100, 1)
(4004659420, 1)
(884311340, 5)
(779823591596564480, 1)
(592872760, 1)
(782392977532518400, 1)
(2156561740, 1)
(789392186227978240, 1)
(1471907160, 1)
(826498383338577920, 1)
(33827440, 1)
(783691441251819520, 1)
(496043380, 1)
(774058706132725760, 1)
(737621051564134400, 1)
(730950071748034560, 1)
(2507048320, 1)
(1891960200, 1)
(797122253997670400, 1)
(302810520, 1)
(779293886061608960, 1)
(3086255520, 1)
(74614180, 1)
(4212131240, 1)
(94934600, 1)
(3915941300, 1)
(1710851520, 1)
(3229182880, 1)
(775856502645063680, 1)
(348358100, 1)
(214100900, 2)
(757506311542149120, 1)
(21530080, 1)
(165185000, 1)
(826493641527009280, 1)
(418223700, 1)
(26871300, 1)
(475311020, 1)
(3332113940, 1)
(1135347240, 1)
(820460936582471680, 1)
(40863280, 1)
(767211438280540160, 1)
(826284291747348480, 2)
(1283080460, 1)
(805273742171586560, 1)
(833558991842242560, 1)
(788065671359918080, 1)
(54105700, 1)
(1129055840, 1)
(207864080, 1)
(2854520420, 1)
(539657840, 1)
(706357192220405760, 1)
(840173180, 1)
(833343458496491520, 1)
(229017220, 1)
(726893349488087040, 1)
(820659659140956160, 2)
(49514140, 1)
(718274256036106240, 1)
(820372378546892800, 1)
(807365959828828160, 1)
(2160068300, 1)
(2746324600, 2)
(289146580, 1)
(820791642550517760, 1)
(775779297982156800, 1)
(47126140, 1)
(814318474134691840, 2)
(816448862827089920, 2)
(82544380, 1)
(559384320, 1)
(809169658884587520, 1)
(771027089340436480, 1)
(404424460, 1)
(819055476092477440, 1)
(403450840, 1)
(705546601897594880, 1)
(780565888059617280, 1)
(2867005220, 2)
(794640908008427520, 1)
(756080313143623680, 1)
(28280620, 1)
(770334092751667200, 1)
(3351152440, 1)
(756923919496540160, 1)
(833649466016030720, 1)
(24512320, 1)
(785477144335953920, 1)
(4726523720, 1)
(814405260, 1)
(711735271637647360, 1)
(814280024085893120, 1)
(427591520, 1)
(257332880, 1)
(816085179806597120, 1)
(825501004938485760, 1)
(807261362611220480, 1)
(826720961869209600, 1)
(574424960, 1)
(811551264542597120, 2)
(355141520, 1)
(4827252640, 1)
(812418303310213120, 2)
(746460704769720320, 1)
(782586341548625920, 1)
(822231398111006720, 1)
(805384222047436800, 1)
(817099427504619520, 2)
(348280480, 1)
(550373320, 2)
(80709580, 1)
(769048979027947520, 3)
(2693498840, 1)
(3064399840, 1)
(2153252840, 1)
(17050620, 1)
(707203777313382400, 2)
(2460222420, 1)
(927818520, 1)
(793984839196221440, 1)
(3050637300, 1)
(19171320, 6)
(780559489850183680, 1)
(724256633317109760, 1)
(555321360, 1)
(390660440, 2)
(3741943840, 1)
(747542525284495360, 1)
(704151711313694720, 3)
(302581800, 1)
(541165620, 1)
(22972480, 1)
(1320486980, 1)
(960792660, 1)
(18090080, 1)
(821463140, 2)
(775075313306992640, 1)
(534612080, 1)
(2314406020, 1)
(797203394796523520, 3)
(20711560, 1)
(818215907231027200, 1)
(27822220, 1)
(891488400, 1)
(19597460, 1)
(832952136803696640, 2)
(736193816873472000, 1)
(2311063720, 1)
(61245620, 2)
(388410400, 1)
(2405238980, 1)
(15272140, 1)
(46139600, 3)
(828286721741701120, 1)
(724451385216000000, 1)
(1136651300, 2)
(826609377469665280, 1)
(19040480, 1)
(477107920, 1)
(43518180, 1)
(1071515880, 3)
(762988160628428800, 2)
(825752125753978880, 1)
(818914720069488640, 1)
(740275653312843780, 1)
(87714860, 1)
(193759500, 1)
(317249240, 1)
(899489520, 1)
(809923217653698560, 1)
(332859680, 1)
(2247952680, 1)
(809929237117501440, 2)
(735856962299002880, 1)
(778214543776440320, 2)
(4852484420, 1)
(818442804833751040, 1)
(1608321360, 1)
(17500500, 1)
(23271140, 1)
(765783173783490560, 1)
(2736359780, 5)
(795677995704913920, 1)
(808775518384455680, 1)
(1327532400, 1)
(4882499960, 1)
(811847542916812800, 1)
(444968380, 1)
(3256617340, 1)
(318114180, 1)
(821092796148940800, 1)
(420219280, 1)
(1300857240, 1)
(791362826292064260, 1)
(281676180, 1)
(705392747465871360, 1)
(735581290313830400, 1)
(528766080, 1)
(532463920, 1)
(798713677088194560, 1)
(48105920, 1)
(27527620, 1)
(833457207807180800, 1)
(704883398993694720, 1)
(833743788514242560, 2)
(4176054740, 1)
(50708900, 1)
(2455210460, 1)
(409431120, 1)
(498272740, 1)
(824611545350942720, 1)
(74484200, 1)
(795408918067445760, 1)
(816205261757173760, 1)
(792079794120826880, 1)
(824866000638136320, 1)
(283576820, 1)
(747949400052346880, 1)
(769034760, 1)
(816245128088186880, 1)
(786304765126778880, 1)
(14117980, 1)
(636586540, 1)
(19860020, 1)
(83593800, 1)
(624298580, 1)
(1507953240, 3)
(2988922640, 1)
(122129000, 2)
(758862091885301760, 1)
(2450197100, 1)
(2738129520, 1)
(236072040, 1)
(819642960648294400, 1)
(16386680, 1)
(805163024134737920, 1)
(832256525204852740, 1)
(2949843580, 1)
(21498500, 1)
(784943566590136320, 1)
(785058440, 1)
(799351844103475200, 1)
(801535460157726720, 1)
(90245780, 1)
(721737376947650560, 1)
(816517037371494400, 1)
(165743260, 1)
(712994583769190400, 1)
(4502817440, 1)
(791086682808299520, 1)
(736433043481579520, 2)
(1944685220, 1)
(810575155332259840, 10)
(4748380840, 1)
(814629707551477760, 1)
(745367317555650560, 1)
(39488180, 1)
(785524051397611520, 1)
(763548806180843520, 2)
(3035564740, 1)
(4087155400, 1)
(405965520, 1)
(785325385743339520, 1)
(789260337610629120, 1)
(787789748836372480, 1)
(724718598997073920, 1)
(290032360, 1)
(1925221100, 1)
(757783482869411840, 1)
(456288880, 1)
(738790927821475840, 1)
(763006749079064580, 1)
(833335816021749760, 3)
(1973337200, 1)
(823764577053614080, 1)
(707984851643863040, 1)
(759182214441512960, 1)
(150604580, 1)
(785967012757381120, 1)
(739194238424862720, 1)
(747434339265187840, 1)
(581151880, 2)
(167414580, 1)
(3143142200, 1)
(52352820, 1)
(1419283260, 1)
(783505093349867520, 1)
(2560953160, 1)
(35624760, 2)
(73239380, 1)
(765327205597450240, 2)
(825780634627010560, 1)
(744515175965921280, 1)
(84192400, 1)
(425921380, 2)
(52595560, 1)
(810950546584719360, 1)
(60754800, 1)
(1316990100, 1)
(126880640, 1)
(825886155224842240, 1)
(530844560, 1)
(2822278040, 1)
(742039432400752640, 1)
(761649258865029120, 1)
(294947760, 1)
(827687520347381760, 2)
(817165329050828800, 3)
(706945534003548160, 1)
(718553901067141120, 2)
(105679820, 1)
(15141840, 1)
(821389693971415040, 1)
(824461478598021120, 1)
(46918820, 1)
(800140340120330240, 1)
(714276996830863360, 1)
(832347944905011200, 1)
(123669500, 1)
(1502284800, 1)
(81759240, 1)
(110496780, 1)
(824358469511823360, 1)
(829262880, 1)
(776240544733429760, 1)
(767821189850931200, 2)
(726692793998008320, 1)
(212569140, 1)
(872975420, 2)
(783487726200852480, 1)
(789899528065454080, 1)
(765378945579560960, 1)
(745358171900907520, 1)
(270994500, 1)
(37063760, 1)
(1602251960, 1)
(831855698208256000, 1)
(794589976272977920, 1)
(826155854319718400, 1)
(106630240, 1)
(294784100, 1)
(586976360, 1)
(802264761647923200, 1)
(2581302380, 1)
(806086895595847680, 3)
(819138041101086720, 1)
(827709309362462720, 2)
(703390111002562560, 1)
(448203900, 1)
(127437960, 2)
(82283660, 1)
(3353087120, 2)
(1538624660, 2)
(832001313756037120, 3)
(207097000, 1)
(708409574726840320, 1)
(821967008661053440, 1)
(4635596660, 2)
(740178084343603200, 1)
(144575680, 1)
(2282589380, 1)
(376376520, 2)
(820097310071934980, 1)
(61541580, 1)
(4855696600, 1)
(1450347740, 1)
(731973079581122560, 1)
(540445920, 1)
(765335917485752320, 1)
(151227620, 1)
(134253800, 1)
(20286700, 1)
(3885993200, 3)
(797608852665446400, 1)
(825388215356026880, 1)
(776418872438251520, 2)
(823028688887255040, 1)
(702315247189647360, 1)
(829178975054340100, 1)
(827635397488291840, 1)
(869207300, 1)
(1242991880, 5)
(43748620, 1)
(803122041058508800, 1)
(787428949710090240, 1)
(216192900, 1)
(819792671375953920, 1)
(827132280200130560, 1)
(802596585448345600, 1)
(531664160, 2)
(1397689640, 1)
(746156082322616320, 1)
(706284221023723520, 1)
(746860176615956480, 1)
(222530880, 1)
(714517483193896960, 1)
(721950741947023360, 1)
(3642461540, 1)
(824995861142917120, 1)
(22416760, 4)
(60951940, 1)
(3675000200, 1)
(18058640, 1)
(353996180, 1)
(816502410059386880, 1)
(801739093201694720, 1)
(1611441020, 1)
(758780144538583040, 1)
(32607660, 1)
(800002703229382660, 1)
(582258100, 1)
(36572600, 1)
(316476860, 1)
(547950020, 2)
(830585149251256320, 1)
(455003540, 1)
(42700240, 1)
(106294520, 1)
(833494759880683520, 1)
(805691449438248960, 2)
(819983634329436160, 1)
(3319598560, 1)
(598445540, 1)
(254283240, 5)
(804105386135552000, 1)
(25464300, 1)
(81071600, 1)
(829493556477726720, 1)
(803673930968002560, 1)
(2400488960, 1)
(20188680, 1)
(756398493053382660, 1)
(88949340, 1)
(815566380, 1)
(123735600, 2)
(71658760, 1)
(832546566720389120, 1)
(765387872148992000, 1)
(538086980, 1)
(824893860564213760, 1)
(735088200, 1)
(742774722979614720, 1)
(793080893241958400, 1)
(2272104020, 1)
(2353794660, 1)
(820003050370846720, 1)
(266899060, 1)
(814338231017861120, 1)
(4766275520, 1)
(825874962460323840, 3)
(727144124340531200, 1)
(790214139993989120, 1)
(159739160, 1)
(81792660, 1)
(795808957025710080, 1)
(550506140, 1)
(27673200, 1)
(712417623288360960, 1)
(714943919717396480, 1)
(831901007038668800, 3)
(827310063656243200, 1)
(708223382626672640, 1)
(423005900, 1)
(154616440, 1)
(274132260, 1)
(786891458607452160, 1)
(1155731180, 1)
(706138617899520000, 2)
(344952560, 1)
(1865453300, 1)
(832581199503749120, 1)
(833383499109273600, 1)
(831686472172400640, 1)
(1155534600, 3)
(775157019045007360, 1)
(3139604240, 1)
(22613780, 1)
(473403160, 3)
(2361888540, 1)
(788906112531763200, 2)
(411275040, 1)
(716424335427153920, 3)
(1735167780, 1)
(271538140, 1)
(814637951397150720, 1)
(50348680, 1)
(827625407604142080, 1)
(2903707460, 1)
(390696780, 1)
(2755530580, 1)
(795738730493460480, 3)
(823762650517606400, 1)
(403729500, 1)
(2797506400, 1)
(2870972260, 2)
(790933151082250240, 2)
(785553167387729920, 1)
(824694878978396160, 1)
(1597214580, 1)
(820689324526202880, 1)
(319148040, 2)
(807098763592499200, 3)
(346853240, 1)
(812544326785863680, 1)
(798603640613335040, 1)
(832803313552732160, 1)
(1370066820, 1)
(794397081427394560, 4)
(827663092465049600, 1)
(786858683774996480, 1)
(1423118240, 2)
(754141383494107140, 1)
(23662500, 2)
(832679958589931520, 1)
(810646861518356480, 2)
(795677278659297280, 2)
(730587082880655360, 1)
(730168330493911040, 1)
(76058560, 4)
(84645880, 1)
(828275079163310080, 6)
(4627677860, 1)
(787432502893875200, 1)
(816371303426887680, 1)
(724052421140316160, 1)
(71962600, 2)
(1230444540, 1)
(822645970999582720, 1)
(797885274458091520, 1)
(709556297025392640, 1)
(754903451415351300, 1)
(765225502072246280, 1)
(814643107031613440, 3)
(15765520, 5)
(2359955480, 1)
(797433911571845120, 1)
(930906800, 1)
(802907966643077120, 1)
(25454020, 1)
(764289800127979520, 2)
(1887178800, 1)
(387289140, 1)
(801089030423248900, 1)
(525144120, 2)
(53678140, 1)
(3283849280, 4)
(832341616442552320, 1)
(974115240, 1)
(3070431300, 1)
(825263208990638080, 1)
(796447470612049920, 1)
(902631500, 1)
(3011219540, 3)
(787684108948213760, 1)
(884543580, 1)
(738856920937861120, 2)
(761063268580413440, 2)
(819317780453478400, 1)
(4864544880, 1)
(4481716340, 1)
(261492860, 1)
(102862980, 1)
(742785974527201280, 2)
(1315410060, 1)
(279351440, 2)
(26611860, 5)
(833301203895336960, 1)
(817911855431618560, 1)
(796064964167536640, 3)
(240619680, 2)
(3117176860, 1)
(144314540, 2)
(2613691080, 1)
(437555380, 1)
(585633980, 1)
(47618080, 1)
(111612100, 1)
(800704678681948160, 1)
(302050680, 1)
(273977560, 1)
(229300260, 1)
(95949020, 1)
(378147040, 5)
(1127354600, 1)
(799272705333821440, 1)
(774835149267619840, 1)
(16650480, 3)
(773917577747783680, 1)
(822247420411023360, 1)
(2381058300, 1)
(788043394039812100, 1)
(2752057600, 1)
(3040849280, 2)
(521113860, 1)
(314249480, 1)
(739865474293370880, 1)
(814139000852254720, 1)
(637145380, 1)
(2934162140, 1)
(30748040, 1)
(729442479611781120, 2)
(80417080, 2)
(2597372640, 1)
(21205320, 1)
(716597092064604160, 1)
(192483660, 1)
(2501185880, 1)
(1979650400, 3)
(3321851280, 1)
(809235629057904640, 2)
(1017354300, 1)
(829792176783708160, 1)
(751514602811297800, 1)
(22155640, 1)
(781947939174256640, 2)
(832451422746664960, 1)
(1371068480, 1)
(17895820, 2)
(15012240, 1)
(328470960, 3)
(712662326403420160, 1)
(382243260, 1)
(255824320, 1)
(42937760, 1)
(1694896580, 1)
(797512140, 1)
(823534279804088320, 1)
(390074840, 1)
(738464220, 1)
(568300000, 1)
(4503313280, 1)
(368644580, 1)
(241406440, 2)
(2721518060, 1)
(3552645620, 1)
(824669923725209600, 1)
(819826650481233920, 1)
(818277102990622720, 1)
(1039700480, 1)
(19272200, 1)
(542436780, 1)
(810784302808104960, 1)
(621122060, 1)
(382374420, 1)
(785376573126021120, 1)
(730799514077040640, 1)
(770729430905856000, 1)
(2189660720, 1)
(732736354715586560, 1)
(818312334305202180, 1)
(757680692562124800, 1)
(3236598340, 1)
(751113174011740160, 1)
(399020620, 2)
(310077500, 1)
(1109355960, 1)
(716569957623009280, 2)
(2384335460, 1)
(782620709977661440, 2)
(260706920, 1)
(2424124380, 1)
(473109100, 1)
(202576500, 1)
(716569015011962880, 1)
(803672700, 1)
(759775710693253120, 1)
(742797554409164800, 2)
(815708250217840640, 1)
(2331218580, 1)
(819353261253816320, 1)
(1428794820, 2)
(136221340, 1)
(1940722340, 1)
(824281449297838080, 1)
(47354540, 8)
(83792560, 1)
(755817136703082500, 2)
(376607420, 3)
(269062860, 1)
(195123320, 1)
(768145684969164800, 1)
(2240025300, 1)
(53056220, 1)
(278998480, 1)
(2822902500, 1)
(734832111891456000, 1)
(819865004971294720, 1)
(617562920, 1)
(4225209080, 1)
(700096122262425600, 1)
(176296700, 2)
(1148604420, 1)
(773300679494348800, 2)
(35525380, 2)
(3300266760, 2)
(831885275009843200, 2)
(1583944460, 1)
(796446174920273920, 1)
(807021471423938560, 1)
(831994266050232320, 1)
(713180918178058240, 1)
(784798500, 1)
(718369831070904320, 1)
(820340176601763840, 1)
(819341816122122240, 1)
(1725405320, 1)
(2865664820, 1)
(825453420807086080, 1)
(71275340, 3)
(818164421927137280, 1)
(25695060, 1)
(46240600, 1)
(1969581540, 1)
(797154959858995200, 1)
(750453660543488000, 1)
(248877920, 2)
(818401433305436160, 1)
(797154187905761280, 2)
(808881863842549760, 1)
(119074280, 1)
(20812660, 1)
(779014228242001920, 1)
(437851000, 1)
(825486446878392320, 1)
(73208700, 1)
(307401600, 1)
(758157535333539840, 1)
(728299868964392960, 4)
(2945848200, 1)
(1088131980, 1)
(3225162640, 1)
(3305412760, 1)
(471896980, 1)
(798118652092497920, 1)
(707178844311040000, 1)
(785495883018301440, 1)
(1259574180, 1)
(150329500, 1)
(460493740, 1)
(796873997338152960, 1)
(1360106420, 1)
(1897239480, 2)
(832119140357898240, 1)
(698919881547366400, 1)
(828308023743508480, 1)
(2903905240, 1)
(80337060, 1)
(822642797002035200, 2)
(4898788320, 1)
(937694180, 1)
(2888602600, 1)
(819507150183628800, 1)
(733327424310640640, 1)
(16782320, 2)
(467802280, 1)
(17667060, 1)
(768211089893027840, 3)
(2422903800, 1)
(2290684820, 1)
(313037820, 1)
(4171109380, 2)
(796530357025832960, 1)
(23958540, 1)
(799699038656307200, 1)
(15008600, 1)
(807294773916733440, 1)
(1935512600, 1)
(360584220, 1)
(741377709801082880, 2)
(464196640, 1)
(3947643740, 1)
(788579115037327360, 1)
(718098413435248640, 1)
(3284603960, 1)
(783160380, 1)
(771136694657638400, 1)
(426611780, 1)
(772927160990433280, 5)
(755864660, 1)
(822676603012464640, 1)
(3464860760, 1)
(796743428717547520, 1)
(3038352480, 1)
(713733295859752960, 2)
(2430997620, 1)
(828701708196966400, 1)
(826501718288404480, 3)
(762728510267863040, 2)
(741131879412305920, 3)
(3002635400, 2)
(801509312229212160, 1)
(924521640, 2)
(827723809096622080, 1)
(461280440, 2)
(2436076740, 1)
(24745160, 1)
(824808577546219520, 1)
(211621080, 2)
(33877540, 1)
(799566182374318080, 3)
(1222972640, 1)
(852023280, 1)
(780958362842255360, 3)
(763413182480199680, 1)
(796981384711720960, 1)
(924554480, 1)
(16570580, 2)
(14783740, 1)
(731092042311438340, 1)
(792198249046302720, 1)
(830775669315481600, 1)
(828031742858690560, 1)
(298718480, 1)
(1945048340, 7)
(824621298374635520, 1)
(796899745889402880, 3)
(2223473540, 1)
(745135986535895040, 1)
(758796604593868800, 1)
(821016767203901440, 1)
(17995040, 1)
(17111260, 1)
(4888970120, 2)
(3369669940, 1)
(702919804303360000, 1)
(802867519304400900, 1)
(3009790860, 2)
(454858080, 1)
(1696503140, 1)
(2905216360, 1)
(819350246278963200, 1)
(40506740, 1)
(805514415860633600, 1)
(260604820, 1)
(822792330289745920, 2)
(818983332847452160, 1)
(801314180, 1)
(746825240769003520, 1)
(850367880, 1)
(799909959563673600, 1)
(768499611027640320, 1)
(26543000, 1)
(708014083291873280, 1)
(791442015477084160, 1)
(607360420, 1)
(2671641500, 2)
(781626051684433920, 2)
(4901006920, 2)
(703729455743836160, 1)
(3266483640, 1)
(1617466820, 2)
(1602459080, 1)
(119281100, 1)
(1431049680, 1)
(804901830438297600, 2)
(830435371662110720, 1)
(783934298810224640, 1)
(1195152860, 1)
(2636050000, 1)
(1032590820, 1)
(773568946117181440, 1)
(2334594540, 1)
(314840560, 1)
(23610280, 1)
(2651592180, 1)
(822907979997573120, 2)
(97064440, 2)
(792653773038510080, 1)
(2606405120, 1)
(328996360, 1)
(2772309520, 1)
(808863118940139520, 1)
(631379480, 1)
(325064220, 1)
(4716533280, 1)
(797109985440215040, 1)
(24057380, 1)
(3062699560, 1)
(823622073734103040, 1)
(1889934800, 1)
(797894414039326720, 2)
(123803200, 3)
(757659957261107200, 1)
(2992838220, 1)
(1861424720, 1)
(449119160, 1)
(2355140180, 1)
(730004800042045440, 2)
(2393577060, 1)
(1066931820, 1)
(812323018747822080, 1)
(3371210360, 1)
(3066108180, 1)
(49092220, 1)
(729673501125283840, 1)
(726080902388961280, 1)
(788075355856773120, 1)
(25401700, 1)
(23041680, 1)
(824124864726528000, 1)
(742121182707650560, 1)
(17569440, 2)
(745973480303144960, 2)
(409212580, 6)
(49190580, 1)
(774759240523284480, 1)
(703481850300231680, 1)
(726241551744000000, 1)
(388601540, 1)
(833729033980477440, 1)
(397154000, 1)
(2329254180, 1)
(822248970558771200, 2)
(444176100, 1)
(784206244902871040, 1)
(49486120, 1)
(2765133560, 1)
(745795838119546880, 1)
(28415740, 1)
(710488333365989380, 1)
(223063680, 1)
(785991804961382400, 2)
(1323092520, 1)
(18618120, 1)
(808550043414364160, 2)
(704932633168486400, 1)
(3376781080, 1)
(3051007620, 1)
(3646723880, 3)
(793203474120908800, 1)
(245438260, 1)
(4591687480, 2)
(764443206088028160, 1)
(833159832362311680, 1)
(825899753162485760, 2)
(1023317840, 1)
(592140600, 1)
(57382740, 1)
(2938128700, 1)
(705512195820359680, 2)
(1564609800, 1)
(825189383636541440, 1)
(805427083006525440, 1)
(30316400, 1)
(709498740, 2)
(824788558418472960, 2)
(758980971886632960, 1)
(50633000, 1)
(217323400, 2)
(819988344889344000, 1)
(825249071338291200, 1)
(832956154066124800, 1)
(805867760290959360, 1)
(815266041781596160, 1)
(832866778376048640, 4)
(271030180, 1)
(22583220, 1)
(851974080, 2)
(3070433220, 1)
(1727109080, 1)
(751401081238794240, 1)
(15243240, 1)
(818123109890949120, 1)
(23140340, 1)
(754669414876839940, 1)
(3666515960, 1)
(791375917369036800, 1)
(87005180, 1)
(234035200, 1)
(141531140, 1)
(231544840, 1)
(306321420, 1)
(761307873624330240, 1)
(45684760, 1)
(747726240782684160, 1)
(246683680, 1)
(706308343514664960, 1)
(830213554561228800, 1)
(2707822940, 1)
(4632614960, 2)
(1126012980, 1)
(46209080, 1)
(234199100, 1)
(780040824520335360, 1)
(830593526165483520, 1)
(816859945329008640, 1)
(326441040, 1)
(275552340, 1)
(2670926180, 1)
(806042744904908800, 1)
(803624844046848000, 1)
(807292866770903040, 1)
(2474056040, 1)
(796882294841733120, 1)
(829122284027678720, 1)
(3295287420, 1)
(242522240, 2)
(798352011163013120, 1)
(3145734280, 1)
(2828900500, 1)
(807374055812853760, 1)
(824260661802844160, 1)
(845158560, 1)
(2269649060, 1)
(434870440, 1)
(745014260087070720, 1)
(3127122100, 2)
(17166960, 1)
(538155200, 1)
(3310786760, 1)
(807661260, 2)
(715305344906485760, 1)
(1332353240, 1)
(125174820, 1)
(117217500, 3)
(2577996000, 3)
(3193608420, 1)
(743872708249681920, 2)
(2258213100, 1)
(2311526640, 1)
(763423853620162560, 1)
(739578420393185280, 3)
(776015463394512900, 1)
(25368960, 1)
(79272200, 1)
(30644500, 3)
(237476120, 1)
(821564917769768960, 1)
(330499120, 1)
(509319460, 1)
(563124520, 1)
(2802300480, 1)
(719713015868866560, 1)
(738458535327989760, 1)
(2964003140, 1)
(107190600, 1)
(30972240, 2)
(828981518525685760, 2)
(833604909073305600, 1)
(580983140, 1)
(819019776844513280, 2)
(29235560, 2)
(2476317040, 1)
(785210578239426560, 2)
(824344429465047040, 1)
(767945468982681600, 1)
(1031346560, 3)
(51648900, 1)
(825139054333276160, 5)
(627808660, 1)
(726453536347852800, 2)
(85039520, 1)
(467016100, 1)
(753604612356177920, 1)
(409606580, 1)
(767886846579896320, 1)
(818865878674657280, 1)
(2832767420, 1)
(779931439764766720, 1)
(611654080, 1)
(601954720, 1)
(4541258180, 1)
(2504923600, 1)
(355938040, 1)
(3772422620, 1)
(718953474491289600, 1)
(260479460, 2)
(1434458600, 1)
(802975451207598080, 1)
(3065879020, 1)
(800950266052956160, 1)
(4510849520, 1)
(757142790660771840, 1)
(87104000, 1)
(761345151533015040, 5)
(746932543056916480, 3)
(452575880, 1)
(54696460, 1)
(789716470142013440, 1)
(717815448650321920, 1)
(784787662024519680, 2)
(1067457060, 1)
(767084279406796800, 1)
(803124532114432000, 2)
(87726640, 1)
(34052660, 1)
(738794040, 1)
(716116535337574400, 2)
(798627685404508160, 1)
(822114640041635840, 1)
(824099133296414720, 1)
(810271218704138240, 2)
(2777400420, 1)
(833037688592855040, 1)
(109752080, 1)
(758366448104407040, 1)
(57743980, 1)
(23730800, 1)
